,Unnamed: 0.1,race,sexo,edad,zona_u_r,iden_pol_2,iden_pol_3,interes_pol_1_b,church,discuss_politics,elec_pres_144_a,nom_region,religion_82,esc_nivel_1,gse,religion_14,pred
98,5090,1,2,73,3,5,7,2,2,1,2,22,2,3,1,3,abortion should only be allowed in special cases.
99,5133,5,1,48,3,4,6,1,2,1,1,59,8,7,22,3, option number three: Abortion should be an option for women in any case.
100,3745,1,2,80,3,6,7,2,1,1,2,26,1,2,1,3,option #1: Abortion should always be prohibited.
101,2329,6,2,23,1,2,3,2,2,1,1,24,9,3,22,3,option three: Abortion should be an option for women in any case.
102,4606,1,1,55,3,6,7,2,1,1,2,36,1,2,22,2,option #1: Abortion should always be prohibited.
103,994,1,2,30,4,5,4,2,1,1,2,18,11,6,10,1,Abortion should only be allowed in special cases.
104,3949,3,2,43,3,4,2,2,2,1,1,8,2,6,21,3,option two: Abortion should only be allowed in special cases.
105,4983,1,1,73,3,5,5,2,1,1,2,42,2,4,10,1,Abortion should only be allowed in special cases.
106,4839,1,2,38,1,4,7,3,2,1,2,42,1,5,9,3,abortion should only be allowed in special cases.
107,2369,4,2,30,3,4,5,2,2,1,1,6,8,8,22,3,Abortion should be an option for women in any case.
108,4619,1,2,79,4,4,1,2,1,1,1,47,1,7,14,2,option number three: Abortion should be an option for women in any case.
109,2535,1,2,58,3,2,3,3,2,1,1,27,1,6,22,3,option number three: Abortion should be an option for women in any case.
110,2706,1,1,80,3,6,7,2,1,1,2,42,2,6,1,1,option: Abortion should only be allowed in special cases.
111,156,1,2,34,4,2,3,2,1,1,1,42,11,6,10,3,option #3: Abortion should be an option for women in any case.
112,4793,1,1,51,2,1,2,1,2,1,1,27,9,7,22,3,option 3) Abortion should be an option for women in any case.
113,2767,1,1,71,4,2,1,1,2,1,1,29,10,6,5,3,option #3 - Abortion should be an option for women in any case.
114,3299,6,2,54,4,1,3,1,2,1,1,9,10,3,10,3, option #3: Abortion should be an option for women in any case. Women should have the right to make decisions about their own bodies without interference from the government.
115,4406,1,2,66,4,6,7,2,1,1,2,51,1,7,14,3,option 2) Abortion should only be allowed in special cases.
116,1224,1,2,63,1,4,1,1,1,1,1,36,11,6,22,3, option number three: Abortion should be an option for women in any case.
117,544,1,2,27,3,2,6,3,2,2,2,47,12,6,2,3,option number three: Abortion should be an option for women in any case.
118,3554,1,2,50,3,3,3,3,2,1,1,24,12,7,11,3,option #3: Abortion should be an option for women in any case.
119,1618,1,2,51,2,3,2,2,2,1,1,53,1,6,10,3, option number three: Abortion should be an option for women in any case.
120,239,1,2,65,3,6,5,4,2,2,2,36,1,5,10,2,option 2) Abortion should only be allowed in special cases.
121,2476,1,1,59,2,4,2,3,1,1,2,34,2,2,20,2,option #2) Abortion should only be allowed in special cases.
122,2333,1,1,51,1,99,2,3,1,1,2,21,11,4,12,2,option three: Abortion should be an option for women in any case.
123,2018,1,2,26,4,1,3,2,2,1,3,6,12,5,5,2,option number three: Abortion should be an option for women in any case.
124,2629,1,1,54,2,4,6,2,1,1,1,18,1,4,15,1,option two: Abortion should only be allowed in special cases.
125,439,1,2,68,3,99,1,1,2,1,1,34,1,2,21,3,option number three: Abortion should be an option for women in any case.
126,2420,1,1,37,2,6,7,2,2,1,2,22,12,3,1,3,option #1) Abortion should always be prohibited.
127,5344,1,2,28,4,5,5,2,2,1,3,38,12,3,13,2,option number two: Abortion should only be allowed in special cases.
128,1454,1,1,76,3,4,5,2,1,1,1,55,2,7,19,2,option two - Abortion should only be allowed in special cases.
129,23,1,1,66,2,6,7,2,1,1,2,25,1,6,20,2,option 1) Abortion should always be prohibited.
130,132,1,2,78,4,2,1,1,1,1,1,6,1,7,20,3,option 3) Abortion should be an option for women in any case.
131,1505,1,1,46,4,1,1,1,2,1,1,17,9,3,22,3,option number three: Abortion should be an option for women in any case.
132,2503,1,2,36,3,2,2,2,2,1,1,10,12,6,22,3,option number three: Abortion should be an option for women in any case.
133,2181,1,2,62,4,5,5,2,1,1,2,-9,4,5,8,1,option #2) Abortion should only be allowed in special cases.
134,5615,1,1,73,4,5,5,2,1,1,2,29,1,6,16,2,option 2) Abortion should only be allowed in special cases.
135,5433,1,2,31,4,6,7,2,2,2,2,48,11,3,11,1,option 2) Abortion should only be allowed in special cases.
136,5645,2,1,30,4,3,4,2,2,1,1,22,11,6,15,3,option #3: Abortion should be an option for women in any case.
137,4965,1,2,69,1,7,7,2,1,1,2,42,1,95,-9,1,Option 1: Abortion should always be prohibited.
138,1186,1,1,34,4,4,2,2,2,1,1,27,11,6,6,3,Option 3: Abortion should be an option for women in any case.
139,5283,1,2,56,3,3,2,1,1,1,1,39,11,95,22,3,option number three: Abortion should be an option for women in any case.
140,3576,2,1,66,3,99,1,1,1,1,1,17,1,8,-9,3,option #3: Abortion should be an option for women in any case.
141,1769,1,2,80,2,7,7,1,1,1,2,53,1,2,10,1,option #1: Abortion should always be prohibited.
142,5183,1,1,51,4,2,2,2,2,1,1,36,12,2,4,3,option number three: Abortion should be an option for women in any case.
143,1520,1,2,65,1,5,2,2,1,1,2,18,1,3,14,3,option #2: Abortion should only be allowed in special cases.
144,1498,1,1,65,2,6,7,2,2,1,2,17,3,2,1,2,option #1: Abortion should always be prohibited.
145,4486,1,2,33,3,6,6,2,1,1,2,8,2,6,13,2,option: Abortion should only be allowed in special cases.
146,3130,1,2,67,4,1,1,2,2,1,1,6,9,7,20,3,option #3: Abortion should be an option for women in any case.
147,2842,1,1,78,4,4,1,2,1,1,1,42,1,6,8,3,option two - Abortion should only be allowed in special cases.
148,1617,1,1,38,4,3,7,2,1,1,2,59,7,8,9,2,option #2: Abortion should only be allowed in special cases.
149,2121,1,2,66,2,1,1,1,2,1,1,18,12,3,2,3, option #3: Abortion should be an option for women in any case.
150,3094,1,1,60,2,2,1,2,2,1,1,19,1,4,21,3,option #3: Abortion should be an option for women in any case.
151,3372,2,1,60,3,4,1,3,1,1,1,27,1,7,17,3,Option 3: Abortion should be an option for women in any case.
152,4028,3,1,50,3,6,7,1,1,1,2,48,2,7,1,1,option 1) Abortion should always be prohibited.
153,5394,5,2,47,2,2,4,2,2,1,1,41,9,6,2,3,option number three: Abortion should be an option for women in any case.
154,530,1,2,80,2,6,7,2,1,1,2,51,1,5,13,2,option #1: Abortion should always be prohibited.
155,3045,1,2,63,3,99,1,4,1,1,1,29,2,4,7,2,Abortion should be an option for women in any case.
156,65,1,2,26,2,7,7,1,1,1,2,40,1,4,2,1,option one: Abortion should always be prohibited.
157,324,1,2,73,1,2,3,1,2,1,1,27,11,3,4,3,option 3) Abortion should be an option for women in any case.
158,168,1,2,64,4,2,1,1,1,1,1,6,12,6,11,3,option three: Abortion should be an option for women in any case.
159,2093,1,2,21,3,1,3,2,2,1,1,34,11,3,16,3,option three: Abortion should be an option for women in any case.
160,177,1,1,27,4,2,2,3,2,1,1,17,10,3,9,3,option number three: Abortion should be an option for women in any case.
161,3011,1,1,73,1,99,7,2,1,1,2,48,11,1,6,1,option two: Abortion should only be allowed in special cases.
162,1287,2,2,53,1,1,1,3,1,1,1,1,11,4,1,3,option number three: Abortion should be an option for women in any case.
163,2988,1,1,71,4,6,7,2,2,1,2,6,12,6,12,1,option number two: Abortion should only be allowed in special cases.
164,422,1,2,45,2,3,3,2,1,1,1,29,1,7,9,2,option #3: Abortion should be an option for women in any case.
165,1721,1,2,32,3,4,2,2,2,1,1,26,3,7,21,1,option number two: Abortion should only be allowed in special cases.
166,4140,1,1,62,4,5,7,1,1,1,2,22,2,8,16,2,option #2: Abortion should only be allowed in special cases.
167,1595,1,1,80,3,6,6,3,1,1,2,1,1,3,11,2,option #2 - Abortion should only be allowed in special cases.
168,3428,1,1,41,2,6,7,2,2,1,2,49,12,3,18,2,option number two: Abortion should only be allowed in special cases.
169,4299,1,1,46,2,3,3,1,1,1,1,39,2,6,22,3,option #3 - Abortion should be an option for women in any case.
170,589,1,2,67,2,99,2,2,1,1,1,42,2,3,6,2,Abortion should be an option for women in any case.
171,2245,1,1,67,3,99,5,3,1,1,2,36,2,3,20,2,option number two: Abortion should only be allowed in special cases.
172,5200,2,2,32,4,5,6,2,1,1,1,32,1,6,15,2,option two: Abortion should only be allowed in special cases.
173,4938,3,2,32,4,4,3,2,1,1,1,49,11,6,15,3,option 3) Abortion should be an option for women in any case.
174,3288,1,2,34,3,6,7,2,2,1,2,36,2,6,1,3,that abortion should only be allowed in special cases.
175,5560,1,2,31,1,99,1,2,2,1,1,55,11,4,8,3,Abortion should be an option for women in any case.
176,373,1,1,35,3,4,6,2,1,1,1,6,3,8,21,3,option two: Abortion should only be allowed in special cases.
177,2619,1,1,55,1,3,2,3,2,1,1,26,2,3,15,2,option two: Abortion should only be allowed in special cases.
178,3650,1,1,37,3,4,4,2,1,1,1,19,2,6,21,3,option number two: Abortion should only be allowed in special cases.
179,2264,1,1,76,2,6,7,1,1,1,2,36,2,6,1,2,Abortion should only be allowed in special cases.
180,2417,1,2,59,4,1,1,2,2,1,1,34,12,7,10,3,Abortion should be an option for women in any case.
181,1888,1,1,35,2,5,5,2,1,1,2,17,12,6,15,2,2) Abortion should only be allowed in special cases.
182,3826,1,2,45,1,2,2,1,2,1,1,42,10,7,18,3,option #3: Abortion should be an option for women in any case.
183,1630,1,2,63,1,6,7,2,1,1,2,1,1,7,19,1,abortion should only be allowed in special cases.
184,889,1,1,49,3,2,1,1,2,1,1,6,10,6,8,3,option three: Abortion should be an option for women in any case.
185,3780,3,2,33,4,4,2,2,2,2,1,6,2,2,7,2,option number three: Abortion should be an option for women in any case.
186,3265,1,1,27,4,4,4,2,2,1,1,29,11,2,4,2,option number three: Abortion should be an option for women in any case.
187,8,3,2,37,4,99,1,4,2,1,1,59,1,2,9,1,option question: Abortion should be an option for women in any case.
188,1831,1,1,38,4,4,3,2,2,1,1,24,10,8,22,3,option three - Abortion should be an option for women in any case.
189,1813,1,1,32,1,6,6,2,1,1,2,45,1,6,15,2,option 2) Abortion should only be allowed in special cases.
190,346,1,2,31,4,7,7,3,2,1,2,39,3,3,19,2,option #1: Abortion should always be prohibited.
191,1858,1,1,55,3,99,3,4,2,1,1,6,11,2,16,3,option three: Abortion should be an option for women in any case.
192,2654,1,2,52,2,4,5,2,2,1,2,36,12,2,-9,3,option #2: Abortion should only be allowed in special cases.
193,1553,1,1,28,3,5,6,2,2,1,2,13,3,6,16,2,option number two: Abortion should only be allowed in special cases.
194,5050,1,1,70,1,99,7,3,2,1,2,26,1,3,10,2,abortion should only be allowed in special cases.
195,4310,1,1,75,3,6,5,2,1,1,1,6,1,8,16,2,option 2) Abortion should only be allowed in special cases.
196,611,1,1,58,3,1,1,1,1,1,1,9,1,4,22,3,option #3 - Abortion should be an option for women in any case.
197,3699,2,2,55,2,99,2,3,1,1,1,13,12,4,8,3, option number three: Abortion should be an option for women in any case.
198,199,2,2,30,4,99,2,4,1,1,1,17,12,7,10,3,option #3: Abortion should be an option for women in any case.
199,3781,1,1,75,1,4,1,1,2,1,1,27,2,2,18,3,Option number three: Abortion should be an option for women in any case.
200,4528,2,2,26,4,3,1,3,1,1,1,39,12,8,7,3,option number three: Abortion should be an option for women in any case.
201,5522,3,2,65,3,2,1,2,2,1,1,6,12,6,17,3,option number three: Abortion should be an option for women in any case.
202,371,1,2,72,4,99,2,2,2,1,2,13,12,1,-9,3,option 3) Abortion should be an option for women in any case.
203,3605,1,1,72,3,6,7,2,1,1,2,53,1,7,12,2,option number two: Abortion should only be allowed in special cases.
204,2339,1,1,53,3,5,6,2,1,1,1,25,1,7,-9,3,option #2: Abortion should only be allowed in special cases.
205,1103,1,2,64,2,99,2,2,1,1,2,36,2,3,5,3,option #3: Abortion should be an option for women in any case.
206,33,1,1,79,2,2,1,1,1,1,1,42,2,4,10,2,option number three: Abortion should be an option for women in any case.
207,230,1,1,69,2,4,2,3,2,1,1,35,10,3,10,2,option number three: Abortion should be an option for women in any case.
208,3707,1,2,53,2,6,5,1,2,1,2,25,1,3,7,1,Abortion should only be allowed in special cases.
209,2859,1,1,59,2,3,3,2,2,1,1,53,12,2,20,3,option #3: Abortion should be an option for women in any case.
210,1480,1,2,61,4,4,1,2,2,1,1,6,12,8,19,2,option #3: Abortion should be an option for women in any case.
211,4048,1,1,67,1,6,7,1,1,1,2,22,1,7,19,2,option two - Abortion should only be allowed in special cases.
212,3038,1,2,48,3,1,1,1,2,1,1,13,12,8,19,3,option 3) Abortion should be an option for women in any case.
213,3220,1,1,44,1,5,5,1,2,1,1,13,9,7,22,3,option 2) Abortion should only be allowed in special cases.
214,15,1,2,80,3,3,2,2,1,1,1,55,2,2,5,2,option number three: Abortion should be an option for women in any case.
215,4119,2,2,69,4,5,3,4,1,1,1,59,12,2,1,1,option number three: Abortion should be an option for women in any case.
216,453,2,2,50,2,99,2,3,1,2,1,36,11,1,1,2,option number three: Abortion should be an option for women in any case.
217,3362,3,1,73,4,2,2,2,2,1,1,12,2,8,20,3,option number three: Abortion should be an option for women in any case.
218,1292,2,2,63,4,3,1,2,1,1,1,36,1,6,13,3,Option #3: Abortion should be an option for women in any case.
219,1561,1,1,55,2,5,6,2,2,1,2,55,1,2,7,2,option number two - Abortion should only be allowed in special cases.
220,297,1,1,62,3,6,7,1,1,1,2,42,1,6,4,2,Option #1: Abortion should always be prohibited.
221,5517,1,2,45,3,5,6,2,1,1,1,29,1,6,20,2,option 2) Abortion should only be allowed in special cases.
222,1025,1,2,55,2,99,6,3,2,1,2,34,1,7,18,3,Abortion should be an option for women in any case.
223,5138,1,1,33,4,3,1,1,1,1,1,27,1,7,6,2,option 3) Abortion should be an option for women in any case.
224,1400,1,2,41,4,5,2,2,1,1,1,24,11,6,17,2,option #2 - Abortion should only be allowed in special cases.
225,3125,2,2,69,4,4,1,2,-9,1,1,12,11,8,10,3,Abortion should be an option for women in any case.
226,381,1,2,77,1,3,1,2,2,1,1,36,2,3,1,3,Option three: Abortion should be an option for women in any case.
227,3986,3,2,59,2,4,1,3,1,2,1,48,2,2,16,1,option two: Abortion should only be allowed in special cases.
228,1220,1,2,33,4,2,1,2,2,1,1,24,12,8,21,3,option three: Abortion should be an option for women in any case.
229,1231,4,2,39,4,2,1,3,1,1,1,53,12,3,18,3,option 3) Abortion should be an option for women in any case.
230,1770,1,2,55,4,99,1,2,1,2,1,39,12,4,15,2,option three: Abortion should be an option for women in any case.
231,3479,1,2,47,2,4,3,2,1,1,1,41,1,4,16,3,option number three: Abortion should be an option for women in any case.
232,3132,1,1,72,2,3,3,1,1,1,1,30,2,6,10,3,Option 3) Abortion should be an option for women in any case.
233,1840,3,1,35,1,2,1,3,2,1,1,6,10,6,7,2,option three: Abortion should be an option for women in any case.
234,2550,1,1,74,3,5,5,2,1,1,2,39,1,8,16,3,Abortion should only be allowed in special cases.
235,1876,5,2,63,2,4,3,1,2,1,1,26,-9,3,-9,3,option #3: Abortion should be an option for women in any case.
236,3271,1,2,36,4,99,6,3,1,1,2,48,3,5,2,2,option number two: Abortion should only be allowed in special cases.
237,4758,1,2,65,4,2,1,1,2,1,1,20,2,3,18,2,option number three - Abortion should be an option for women in any case.
238,4301,1,2,65,3,2,1,1,2,1,1,17,1,6,9,3,Option 3) Abortion should be an option for women in any case.
239,2346,4,1,39,4,6,7,3,1,1,2,6,3,6,15,1,option two: Abortion should only be allowed in special cases.
240,3505,1,2,55,4,2,1,1,1,1,1,34,5,6,8,3,option number three: Abortion should be an option for women in any case.
241,1215,1,2,54,3,3,3,3,2,1,1,16,2,6,15,3,option number three: Abortion should be an option for women in any case.
242,2318,1,1,56,2,6,7,1,1,1,2,17,1,6,17,2,option number two: Abortion should only be allowed in special cases.
243,4032,1,1,50,1,4,2,2,2,1,1,6,12,6,22,3,abortion should be an option for women in any case.
244,696,1,1,57,1,99,4,3,1,2,2,12,11,2,18,2,Abortion should be an option for women in any case.
245,2598,1,2,56,1,99,7,3,1,1,2,21,11,2,1,1,option: Abortion should only be allowed in special cases.
246,4180,1,2,69,3,1,1,2,2,1,1,39,5,95,15,3,Option #3: Abortion should be an option for women in any case.
247,2998,2,2,65,1,99,1,2,1,1,1,37,11,2,1,3,option three: Abortion should be an option for women in any case.
248,157,1,1,70,3,99,7,2,1,1,2,36,2,2,16,2,option #1: Abortion should always be prohibited.
249,2317,1,1,66,3,4,6,2,2,1,1,29,1,6,19,2,option #2) Abortion should only be allowed in special cases.
250,1393,1,2,24,2,1,3,3,2,1,1,6,9,5,1,3,Abortion should be an option for women in any case.
251,4458,1,2,80,2,6,7,2,1,1,2,42,11,2,10,2,option two: Abortion should only be allowed in special cases.
252,764,1,1,30,4,3,3,2,2,1,1,8,2,6,16,3,option number three: Abortion should be an option for women in any case.
253,944,1,2,58,1,7,7,2,2,1,2,45,1,3,-9,2,option 1) Abortion should always be prohibited.
254,3548,1,2,49,3,99,7,3,1,1,2,49,4,3,12,2,option 1) Abortion should always be prohibited.
255,2921,2,1,63,4,99,1,1,1,2,1,42,11,3,2,3,option three: Abortion should be an option for women in any case.
